created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-06 17:25:09+00:00,"No answer, just an article: 

https://t.co/B1lgpxWsL8",Twitter for iPhone,Lana B. 🍾 New Orleans 🥂,IloveLanaB,"New Orleans, LA",Bellefonte PA,US,False,"Your #NewOrleans Tour Guide & Confidant  #Massage  DateLanaB@gmail.com Non-Discriminatory, Vaccinated,
Venmo: Lana-B-Anana ~ CashApp: $LanaBanana987 🍌",,Pennsylvania,United States
2020-10-06 17:24:51+00:00,"@hi_pakalolo @iamkissedbyfire @YNB Her claiming that all flu vaccines are ""dead"" is wrong🙃, but I understand what you saying. Appreciate someone like you that can debate without blocking out information you feel is incorrect. Thank you for your voice!💕🖤💕💪🏾💪🏾☺ https://t.co/ELgd9xpKMT",Twitter for Android,Fred,WestripFred,,Topeka KS,US,False,,Topeka,Kansas,United States
2020-10-06 17:19:18+00:00,"I never hear anyone talking about 60,00 deathsaverage per year from the flu . B4 any flu vaccine was available  the number of deaths was 4X that &amp; more.

 Thousands of empty chairs placed outside White House to represent US coronavirus deaths

https://t.co/7lR72drqaH",Twitter for Android,Simeon Ebedes,sebedes,"Texas, USA",South Carolina USA,US,False,Nothing is more important than personal lifestyle choices for good mental and physical health.,,South Carolina,United States
2020-10-06 17:18:52+00:00,"@realDonaldTrump In facts 打了「混合疫苗」is all of US people’s Vaccines, we are looking side-effects , CDC said December 2021 be commonly vaccines",Twitter for iPhone,Jake Schaible,JJSchaible,It's pronounced San De-ahh-go,Berkeley CA,US,False,"Father. Husband. Fellow Traveler        
       #Biotech geek. #Microglia stan.             3x chipped Libertarian",Berkeley,California,United States
2020-10-06 17:14:25+00:00,"How about: ""Will I apply to an accredited institution like @FredHutch to participate in vaccine trials?"" Application already submitted. https://t.co/eD19OKEpJC",Twitter for iPhone,Bill Sachman,BillSachman,"Rochester, NY",Cherokee IA,US,False,"Director of Alumni Relations at @RITtigers. @brockportalumni '07/'13. Chicago, sports, & golfing. Frequent user of the phrase cool beans.",,Iowa,United States
2020-10-06 17:13:25+00:00,"The flu thing again? Really?

More people have died from #COVID19 in the past 7 months than from flu in past 5 yrs combined.

COVID is far more lethal/contagious than flu.

We have a flu vaccine. We don’t for COVID.

I can’t wait to have a President who doesn’t lead a death cult. https://t.co/x2xB1FgyPP",Twitter for iPad,Mario bet,BetancourtMarai,"Florida, USA",Portage MI,US,False,34 yr CSM 82nd Airborne,,Michigan,United States
2020-10-06 17:12:45+00:00,"Repeal 1986 Act !! 

Make vaccine manufacturers liable ‼️ https://t.co/xuWaQUy9Vi",Twitter for iPhone,Magister Denis Lemieux,Scorched_Deer,"Las Vegas, NV",Bethesda MD,US,False,"Thumb, the king of fingers",Bethesda,Maryland,United States
2020-10-06 17:11:48+00:00,So Pfizer’s CEO willing to cave to trumps pressure to throw a vaccine before election. Guess what vaccine I won’t be taking,Twitter for iPhone,"Grand Masker Kushibo, MPH",kushibo,Honolulu+Seoul+Orange County,Los Osos CA,US,False,"🇰🇷🇺🇸💒Wandering Seoulite, newscaster turned public health adventurist, Korea expert, red-letter Christ follower 서울사람, 연세국제학대학원졸업생, 교육방송방송인, 뉴스앵커/성우/배우/작가(前)",,California,United States
2020-10-06 17:11:33+00:00,Dumb ass because there’s a vaccine for the flu to help your immune system detect the shit. There’s no vaccine for covid so your body doesn’t know what it is when it’s inside you attacking therefore your body does detect it it’s bad damn near late af. https://t.co/vbNz1iyVA9,Twitter for iPhone,Lydia 🌻🇺🇦♥️,_lydiamj,IL .. FL .. where to next,Kennesaw GA,US,False,"Exec. Assistant | Artist | #Illini born | coffee & I are besties // @OCPSnews, @Tavistock, @Disney alum | @ApopkaHS_alumni | she/her 🏳️‍🌈",,Georgia,United States
2020-10-06 17:11:11+00:00,@POTUS PERSONALLY CALLING DRUG COMPANIES TO PRESSURE CEO'S TO HURRY VACCINE. HE NEEDS VACCINE BEFORE ELECTION. HE THINKS IT WILL GET HIM VOTES HES WRONG. HIS HANDLING OF COVID FROM THE START WAS BAD NOTHING CAN SAVE HIS CAMPAIGN #VoteHimOut #VoteBidenHarris2020,Twitter for Android,Bruhette,AzSportsGirl63,Arizona & Minnesota,Wichita KS,US,False,❤️CARPE the hell out of your DIEM❤️. Doing life with @mikedonnelly555,Wichita,Kansas,United States
2020-10-06 17:09:47+00:00,@YahooNews A vaccine won’t save his presidency.,Twitter for iPhone,Paula DeZinno,DezinnoPaula,,Huntersville NC,US,False,,,North Carolina,United States
2020-10-06 17:09:29+00:00,@crzyfkinworld After having a hard time getting tested i still haven't but now i'd even refuse to be test let alone take an incomplete vaccine with worse side effect than what started after i lost my smell and taste! I dont want to be a big pharma statistic. Do You?,Twitter for Android,Tammy DE,wuvcats," Smyrna, DE",San Antonio TX,US,False,"Married mom of 3 from Smyrna,Delaware. ❤️🐱🐈 Cat person, I ❤️ Pizza🍕, 🎤🎵 Charlie Puth 🎧 , Harry Styles 🎶 💓 1D. BIG Phillies fan #RingTheBell #AlecBohm",San Antonio,Texas,United States
2020-10-06 17:08:23+00:00,At the Covid Research Center where I just got my second shot so I have a test vaccine or a placebo in me right now ( I like being helpful ) And I got another one of those lovely Covid test 🥴 I'm getting tested once a month now at this research center. How about y'all? https://t.co/upOUAgw7Br,Twitter for Android,David Magina,DavidMagina3,"Turlock, CA",Olathe KS,US,False,"God, Good health , Family , business Football in that order.",Olathe,Kansas,United States
2020-10-06 17:05:12+00:00,@KamalaHarris What really you have a vaccine 💉 ? You are holding out on us bitch ?,Twitter for iPhone,Arik Fetscher,ArikFetscher,"Cos Cob, CT Camden, ME",Davie FL,US,False,Ignorant men raise questions that wisemen answered a thousand years ago.,,Florida,United States
2020-10-06 16:59:30+00:00,"@DeAnna4Congress @IvankaTrump When will the 1986 vaccine protection act be removed, why should big pharma have no liability for vaccine damage. https://t.co/jsFnMsBB7h",Twitter for Android,Deanna Franklin,deanna790,,Burleson TX,US,False,“Too many people grow up. That's the real trouble with the world... -Walt Disney,,Texas,United States
2020-10-06 16:53:12+00:00,"@Colleen31807922 @DrEricDing Luckily, genuine reinfection are still very rare.  But as we get more naturally exposed and vaccines, it is possible we will see the development of escape variants.  Stopping spread of reinfection clades will increasingly be the focus of public health.",Twitter for Android,Omaha Sternberg,omahas,"Burien, WA",Paradise NV,US,False,"Spouse and parent. Podcaster and political advocate. Centrist Democrat who tries to see both sides (until one side starts working with Satan). Pagan, Bi, Poly.",,Nevada,United States
2020-10-06 16:44:02+00:00,Got my flu vaccine! https://t.co/C1xx65eMop,Twitter for iPhone,Will,guillaume512312,Downtown Chicago,Vermont USA,US,False,"Let us go then, you and I",,Vermont,United States
2020-10-06 16:43:35+00:00,"Trump took the virus seriously, that in record time he got ventilators medications, and soon a vaccine, Trump went out there and let the scientists do their jobs, now the left wants to say he was careless! That is a bunch of bs! https://t.co/0afg9wxCOo",Twitter for iPhone,🎙,ElizaManresa1,"Washington, DC",InglewoodFinn Hill WA,US,False,Proud has-been • CNN • ABC7 • Down syndrome advocate• Texan • Chiefs Fan 🇺🇸🇨🇺 Don’t trust anyone who spends 8 hrs a day on Twitter,,,
2020-10-06 16:40:26+00:00,@LaArqueologa @WittyDeeVee @mike_hamm @RayMinehane @BadEconTakes So women didn’t die in child birth? There was a small pox vaccine? Etc. you’re not comparing the advances that were a result of agriculture into your calculus.,Twitter for iPhone,Endor Joe Cobretti,dscottr79,"Palatine, IL",Oklahoma USA,US,False,"History, Comics, Fitness, Music, Sports, The Occult, etc. Currently trapped in Chicagoland.  Social Democrat (sort of). Bring back CVM.",,Oklahoma,United States
2020-10-06 16:37:03+00:00,"@kurteichenwald @pfizer @AlbertBourla This is good news, regardless of the source. Trump’s push to cut corners to get a vaccine approval announced by Election Day could be disastrous for trust in vaccines for decades to come.",Twitter for iPhone,Tanner Monroe,TannerMonroe,"Tampa, FL",Dewey AZ,US,False,Digital Media &amp; Fine Art,Dewey-Humboldt,Arizona,United States
2020-10-06 16:36:50+00:00,"@realDonaldTrump In case you missed it...We’re still in a pandemic. #COVID19 hasn’t ended, a vaccine won’t be available to the general public until next year and over 210,000 + Americans have died of COVID19.  
#tuesdayvibes 
https://t.co/Go2l8vRVqb",Twitter for iPhone,Eric Celio,ochocelio,"Boulder, CO",Jurasic Park,US,False,| @HussoleHouseR | @SwiftLifestyles | AMG | All opinions are my own,Chihuahua,Chihuahua,México
