created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-27 22:32:21+00:00,Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution  https://t.co/sX3X8T77J7,Twitter for iPhone,WICH Radio,WICH1310,"Norwich, CT",Texas USA,US,False,Personality Radio,,Texas,United States
2020-10-27 22:32:08+00:00,Pfizer makes progress on Covid-19 vaccine https://t.co/bvhY7C7vgp,Twitter for iPhone,ganmadebbie 🌀🌊,ganmadebbie1,"Honolulu, Hawaii",Tennessee USA,US,False,"If you live in Honolulu, Hawaii and happen to get the Sunday News Paper and DON'T use the coupon's I would happily take them off your hands...",,Tennessee,United States
2020-10-27 22:31:53+00:00,"""Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution""  https://t.co/saefVfTEQZ",Twitter for Android,Rick Lancaster,flanfriday,"Dallas, Texas",Cedar Grove NJ,US,False,"He/Him

Save the USPS",,New Jersey,United States
2020-10-27 22:27:48+00:00,We may have to get biannual Covid vaccines! https://t.co/seuPzo5sVd,Twitter for Android,jonivan,jlvhale,,Cheyenne WY,US,False,,,Ohio,United States
2020-10-27 22:26:14+00:00,"@JoeBiden Doesn't campaign, he criticizes from a distance.  
He promises help on the Covid-19 virus that @POTUS has already laid out: drugs &amp; a vaccine that is coming soon. 
On our grest economy the virus had threatened.
Trump says I've got that to: Promises made &amp; promises kept.",Twitter for Android,Rhiannon James,rejvb,New York,Cookeville TN,US,False,"Group President, Pharma and Technology at Questex",Cookeville,Tennessee,United States
2020-10-27 22:23:44+00:00,GSK tunes in to Pandora and Facebook to raise vaccine awareness among older adults https://t.co/n7W0KpPVmE,Twitter for iPhone,Lovetta J.,lovettaloca,"Wyoming, USA",Orchard Park NY,US,False,"Proud mother, wife, musician, writer, film lover, book devourer...consummate dreamer.",,New York,United States
2020-10-27 22:22:49+00:00,"""Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution""  https://t.co/O7aPGv1hpY",Twitter for Android,Deniece Sprinkle,feniangirl,,Minnesota USA,US,False,"Conservative, Dog lover. RC Irish roots. Demand accountability for Brian Terry & Benghazi. Stop swamp commies! #KAG #MAGA #Trump. We will survive!",Rochester,Minnesota,United States
2020-10-27 22:22:38+00:00,@Theejoshhalll @akoseff That's the beauty of this country - you have a choice. That is unless they decide on a Bill Gates vaccine with tracking - then it will probably be mandatory.,Twitter for Android,jango,jango0320,,Portland OR,US,False,"Just a ten year old kid at heart, loves family, friends & fast cars.",Portland,Oregon,United States
2020-10-27 22:22:26+00:00,@GovSisolak Why? The vaccines are developed and manufactured by experts in the pharma industry not the president. Yet another topic unnecessarily politicized. People really are stupid. Still think Trump is not doing enough?,Twitter for iPhone,"Steve Pittelli, MD",StevePittelli,"Low Country, South Carolina",Emerald Lakes PA,US,False,"Semi-retired Psychiatrist, Occasional Writer, Behavioral Genetics Critic. Interests: Yoga/Eastern Phil., 30+ Year Vegetarian, Detroit Lions, Singing, Daime.",,Pennsylvania,United States
2020-10-27 22:21:29+00:00,@sfchronicle The vaccines are developed and manufactured by experts in the pharma industry not the president. Yet another topic unnecessarily politicized. People really are stupid. Is this another instance of Trump not doing enough for COVID?,Twitter for iPhone,"Christopher Russi, DO",csrussi,"Rochester, MN",Californien USA,US,False,#EmergencyMedicine Physician. EM #Telehealth @MayoClinicEM. @MayoClinic #MilitaryMedicine @USArmyReserve #FRST.  Veteran. Tweets my own.,,California,United States
2020-10-27 22:18:03+00:00,"@trumwill Honestly, I will take any vaccine that comes down the pipe, as soon as I can get it. If there are 3, I’ll get all 3.",Twitter for iPhone,Sue Ballenger,hydroswift,,Lorton VA,US,False,,,Virginia,United States
2020-10-27 22:11:57+00:00,@ERGoddessMD Masks. Vaccine production and distribution at scale won’t be running until mid 2021.,Twitter for iPhone,Darius Kaizer#SilniRazem,NYKaiserD,"Manhattan, NY",Albuquerque NM,US,False,"🤣 ⚡⚡⚡🔥 ☆☆☆☆☆ ☆☆☆  Wolna, rogata dusza, libertyn i obserwator rzeczywistosci, zawsze w jednakowej odleglosci, miedzy Bogiem a partia.🇺🇸🇵🇱 #CSB #Silni_Razem",Albuquerque,New Mexico,United States
2020-10-27 22:11:26+00:00,"@sfchronicle This ticks me off. If I want the vaccine as soon as it is available, they are trampling on my freedom to make that decision. More government control. I can’t stand it! 😡",Twitter for iPhone,mendo #Resists ✌🏻❤️🙀,ckenton17,Northern California,Missouri USA,US,False,I’m a USC Cinema TV graduate. Fight on! #resist    My film My Name is Nobody was accepted into 13 film festivals all around the world.,,Missouri,United States
2020-10-27 22:11:02+00:00,"""Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution""  https://t.co/0yvEREKbGD",Twitter for Android,suzyq,susanta09382901,,New York USA,US,False,,City of New York,New York,United States
2020-10-27 22:09:34+00:00,We didn’t vote for this moron Trumpy!!   Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution  https://t.co/g03Oj4m4rP,Twitter for iPhone,cen tex dachshunds,disneydoxies,"iPhone: 31.078573,-97.344727",Newton KS,US,False,,,Kansas,United States
2020-10-27 22:04:13+00:00,@JoeBiden He has said over and over he will not take away pre-existing conditions why do you keep lying and stupid people believe you He already said the vaccine would be free he’s already lower drug prices you’re such a liar,Twitter for iPhone,Gilraen #MyBodyMyChoice,gilraent,Missouri,Coppell TX,US,False,A Salem witch living in Missouri,,Texas,United States
2020-10-27 22:02:55+00:00,@sfchronicle Go ahead and not accept a vaccine because you don’t want trump to get credit . That just leaves more doses for us not controlled by the liberals,Twitter for iPhone,🦄🇺🇸Chiweenie Unicorn Resistance🇺🇸🦄,OwnedByCats1973,"New York, USA",Nashville TN,US,False,Animal lover/Cat mom 🐱 🇺🇸🇬🇧🇰🇷Resist Establishment Scum/Trump 2024,Nashville-Davidson,Tennessee,United States
2020-10-27 22:00:44+00:00,"""Three Western states join California's plan to independently review any COVID-19 vaccine before public distribution""  https://t.co/PiAprKjEaO",Twitter for Android,Dennis Kerr,DKerrFamily,"Wichita, KS",Grand Island NY,US,False,"Professional Computer Geek, Huge Shocker Fan, Husband, Father of 4, Son, Uncle, and Friend To Many",,New York,United States
