created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-24 17:25:06+00:00,@realDonaldTrump NP ONE IS DELAYING THE Vaccine! Biden and EVERYONE wants it to be SAFE! You don't care! COVID 19 Isn't ABOUT YOU ITS ABOUT US THE AMERICAN  PEOPLE!  They talk about Covid because people are dying!,Twitter for Android,Beans2329,beans2329,,Vista CA,US,False,Dreamer,Vista,California,United States
2020-10-24 17:23:09+00:00,"Scary fake news headline by  NY Times.  Actually read article says office was merged and strengthened. &gt;&gt;&gt; The Trump Administration Shut a Vaccine Safety Office Last Year. What's the Plan Now? #MAGA2020Landslide
https://t.co/ct7sgsdjqE",Twitter for Android,JayDubya,caluju,"Atlanta, GA ",Howland Center OH,US,False,"Nice to meet you. Glasgow born, father of 3. Married to a Georgia Peach, son of a Sausage King and Scotland's answer to Ginger Rogers. Brother to Mrs Evans.",,Ohio,United States
2020-10-24 17:19:36+00:00,Got my vaccines (Flu &amp; Tetanus) 💉and feeling good other than a sore muscle 😉 @utrgvstaffsenate @uthealthrgv @ CVS Pharmacy https://t.co/s7UZTOlr5m,Instagram,Dark Marijuana Honey Badger 🇺🇦 0824,lakeys_dad,Topeka,Massachusetts USA,US,False,"#BlackLivesMatter #IMessWithTexas

Proud father and ally of my LGBTQ child 🏳️‍🌈🌈

Former wordsmith, currently DGAF.",,Massachusetts,United States
2020-10-24 17:16:45+00:00,"@MSNBC No one has a vaccine Joe, so you want to shut everything down again! And President Trump wants things to reopen carefully? CDC keeps changing their instructions so who really has an answer?Your China friends did- ship the infected out to be someone else’s problem?StimulusAsap!!",Twitter for iPhone,slatthew mcconaughey,bigwingenergy,"Knoxville, TN",Newark NJ,US,False,guy.,Newark,New Jersey,United States
2020-10-24 17:16:20+00:00,The first Polio vaccine. I was in 2nd grade. https://t.co/hRmxsOOMCZ,Twitter for Android,⚓ Truth Will Prevail . . . Magna Est Veritas 🇺🇸,barbiebrox,"Peru, IL",Pittsburgh PA,US,False,"Truth will ultimately prevail where there is pains taken to bring it to Light
George Washington

Both parents served in the
US Navy⚓
Freedom & Liberty 🇺🇲",Pittsburgh,Pennsylvania,United States
2020-10-24 17:13:11+00:00,"@TremendoHendo72 That’s insulting!
A virus that has no vaccine and who’s transmission will occur - among the asymptomatic- often undetected!!
She sounds like she believes this shite",Twitter for iPhone,Tom Sommers (he/him/his),tomsommers1,"Washington, DC",Saddlebrooke AZ,US,False,"#analyst, #writer asking questions #branding #shopperinsights #omnichannel #cpg #healthcare, 6k+ 🚴‍♂️ miles 2021 📷 🐕🏳️‍🌈",,Arizona,United States
2020-10-24 17:10:44+00:00,they can't even force normal vaccines. why would anyone think this? https://t.co/KYyvXnhuPb,Twitter for Android,Stephen j. Olko,OlkoStephen,Springfield.Ma,Tampa FL,US,False,"God, Family ,Country
 #Save America #Impeach46
#Back the Blue #End Socialism 
#Lock Her Up #MAGA #AGAIN",Tampa,Florida,United States
2020-10-24 17:10:40+00:00,I’m bout to globetrot when they find a vaccine 🥵 🔥,Twitter for iPhone,Mike Monfet,mikemonfet,Freedom NH.,Bronx NY,US,False,We need to make the families of those who gave the ultimate sacrifice proud again not tear down the thread of society...,City of New York,New York,United States
2020-10-24 17:08:44+00:00,"@HLAurora63 Fauci always States the obvious.
It's turning around because of the actions #PresidentTrump took.
We now have Regeneron Remdesivir and a Vaccine around the corner!!",Twitter for Android,Lindsey Summers 🎗💛,biopharmasleuth,"5,280 ft 🏔 but 94080 fav zip",Larkfield CA,US,False,"Recruiter w/ Pediatric Oncology focus on urgency, ingenuity, integrity, compassion & excellence + DEIB + STEM mom + Xennial @DayOneBio @RAPSorg @AmMedWriters",Irvine,California,United States
2020-10-24 17:00:27+00:00,"@IamLilduck @nytimes It’s called #vaccine development and testing. #Clinicaltrials take time. In the interim, wear a 😷.",Twitter for iPhone,"Deborah Nabubwaya Chambers, MPH, MHA",DeborahNabubwa1,United States,Tamalpais Valley CA,US,False,"MPH Program Coordinator, NU Scholar, Global Health researcher, Community Health Promoter, and D.H.A scholar",,California,United States
