created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-11 21:42:15+00:00,@Bill_Maxwell_ Vaccines don’t work that way. You must be the Spawn of a Very Stable Genius!,Twitter for iPhone,Michael McDonald,mmerdude,"Junction, TX",East Los Angeles CA,US,False,"Physician Assistant, retired. 25 year U.S. Navy vet. Runner. Bass player. Resisting till my last breath. Blue dot Democrat!",,California,United States
2020-10-11 21:39:09+00:00,"@AngieSkys Russia has a vaccine,why can't the greatest nation on earth have one? Russia is backwards and primitve.",Twitter for Android,Наталья М. Ночная Ведьма,njtrainlady,"ни здесь, ни там",Cape Coral FL,US,False,50% Русская кровь 100% Русская душа!🇷🇺🇷🇺🇷🇺 друг🇸🇾и🇵🇸,Cape Coral,Florida,United States
2020-10-11 21:33:53+00:00,@EricTrump just said that his father took a vaccine. Is he as ignorant as he sounds?,Twitter for iPhone,Jose deJesus Legaspi,jdjleg,"Montebello, Ca. ",Maine USA,US,False,Father & grandfather ensuring a future for them and for all. Scientist and Businessman. Frmr LADWP commissioner and LAMTA director; Major Health Res/Hosp Dir.,,Maine,United States
2020-10-11 21:33:46+00:00,"@leftcoastbabe Yes it's called the Covid 19 ""vaccine "".",Twitter for Android,Stuck in the middle,Lindasgift1,"Florida, USA",New Haven CT,US,False,,香港島 Hong Kong Island,香港 Hong Kong,中国
2020-10-11 21:30:28+00:00,@WhiteHouse i wouldn’t take anything trump pushes forward ass vaccine if rather take my chances to live or die Republicans for Democrats will prevail,Twitter for iPhone,Len,Len27282606,,Las Vegas NV,US,False,Equality for all,Las Vegas,Nevada,United States
2020-10-11 21:19:14+00:00,Can anyone believe that @EricTrump actually said @realDonaldTrump received a vaccine for Covid-19?,Twitter for Android,Real Bi-gender Latina SOBER 1 YEAR Marcus NHV 🌈,mjonhv,"New Haven, CT",Lakewood CO,US,False,"Bi-gender. Gay. Latina. Proud. Clean, & sober: 1/1/2021. Nicotine free: 8/15/2022. Habla Español. He/Him/His, She/Her/Hers. #LGBTQLivesMatter #LatinoLivesMatter",Lakewood,Colorado,United States
2020-10-11 21:17:22+00:00,#Coronavirus vaccine news: Inhaled #vaccines aim to fight coronavirus at its point of attack https://t.co/0uCNUL6lnw,Twitter for Android,Kathy Dove,movie_gal_10,"Las Vegas, NV",Lubbock TX,US,False,"Model - Actress - Musician
#bluewave 🌊",Lubbock,Texas,United States
2020-10-11 21:10:26+00:00,"@Bill_Maxwell_ A vaccine is to prevent an illness, not cure an illness.🤨",Twitter for Android,Silence Dogood,silenceredux,"Philadelphia, PA",Lenexa KS,US,False,"Benjamin Franklin’s plucky, middle-aged widow has roused herself from decades of slumber to join the leagues of nasty women in resistance to tyranny.",Lenexa,Kansas,United States
2020-10-11 21:10:16+00:00,"@SenTedCruz Your confused. This Dem wants a leader &amp; Congress who care about saving our lives &amp; shooting straight with us on Covid. Jobs, buying groceries, economy r tied to controlling virus &amp; vaccine. Shame on you 4 trying to confirm a justice who thinks we belong in the 50’s.",Twitter for iPhone,Heather Ammons,hammonstexas,"Lubbock, Texas",Milwaukee WI,US,False,"Married, mother, grandmother, Democrat",Milwaukee,Wisconsin,United States
2020-10-11 21:02:24+00:00,"@danedri From that perspective, I'm mostly ready to go back to normal with a few exceptions for avoiding super-spreader type events, and willing to wear a mask indoors until there's a vaccine.  That said, I think a lot of these questions luck nuance to be answered accurately.",Twitter for Android,Levi Bowles,LeviABx,"Lenexa, KS",Indian Trail NC,US,False,"Farmer. Data. Running.  Math Troll.

Starting a bowling league.",,North Carolina,United States
2020-10-11 20:59:01+00:00,@TheGovnaaa Yeah but I forgot to bring his collar too...He did get a lyme’s prevention vaccine as well!!!,Twitter for iPhone,spooky mulder,r_ahsylA,"Milwaukee, WI",Ocala FL,US,False,Rebel without a clue. 🛸 she/her.,Ocala,Florida,United States
