created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-20 18:40:58+00:00,"#TeamSISD is partnering up with Immunize El Paso, once again,  to provide flu vaccines💉 for our beautiful community. Please consider getting your #FluShot. Together, we can protect one another during this flu season. Please read the flyer below 👇for more info. @OSheaKeleher_ES https://t.co/5naGZ1YESj",Twitter for iPhone,Ponceeelaaa,Ponceeelaaa,,San Diego CA,US,False,Britt is my cute thing. 🤤 26 ♒️ Snap: ponceeelaaa1 | IG @ponceeelaaa 🎞,San Diego,California,United States
2020-10-20 18:27:33+00:00,"We were able to get ONE Vaccine clinic last-minute at Saima Park in @FitchburgMass this Saturday Oct 24 with @secondchanceas 
This is a pre-register only event, no walk-ins allowed. Only 75 slots are available. https://t.co/jkmwVT7fKk",Twitter for Android,Mel - with adhd,Melissa__x0xo,,Madison MS,US,False,Adhd is my entire personality at the moment,,Ohio,United States
2020-10-20 18:22:29+00:00,Everyone should be aware that COVID is far from over the and government is about to force a “vaccine” on all of us or we are not allowed to leave our homes.,Twitter for iPhone,CrazyDruid,CraigVecellio,The Highway,Kendale Lakes FL,US,False,"The wheels fell off the truck long ago, but they still go round and round.
https://t.co/GkYnlgqgRc cuz Twit likes to randomly ban me for 5 months.",,Florida,United States
2020-10-20 18:19:44+00:00,"DOG RABIES VACCINE
#20150729",icblotbot,"Tracey L. Henry, MD, MPH, MS",docwithapurpose,"Atlanta, GA",Greenville SC,US,False,"@Acpinternists National Chair Council of Early Career Physicians, health equity warrior, mental health advocate health policy expert thought leader Views=my own",Greenville,South Carolina,United States
2020-10-20 18:18:57+00:00,For anybody that can’t afford it or is looking for free vaccines! ‼️ https://t.co/SAjJa7IoF0,Twitter for iPhone,"Michael J. Ackerman MD,PhD",MJAckermanMDPhD,"Minnesota, USA",Delaware USA,US,False,"Mayo Clinic Genetic Cardiologist; Love taking care of families w/ #genetic #heart #diseases like #LQTS, #CPVT, & #HCM & researching their conditions.",,Delaware,United States
2020-10-20 18:17:39+00:00,"@mariisssaa____ Oh, and she also had constant ear infections too. I know there’s a lot of factors that play a role in our health but I wish more people would seriously research the ingredients in vaccines because they really can and do, do damage to our bodies.",Twitter for iPhone,Suspected Saboteur,ShortingIsFun,"Austin, TX",West Islip NY,US,False,My Finance work experience was being a runner at the CBOT in HS...in other words: None. Entertainment Only. Automotive focused. I believe in Consumer Advocacy.,,New York,United States
2020-10-20 18:08:06+00:00,A vaccine that statistically will have a higher injury rate than the disease. https://t.co/Fx9qjQy0eF,Twitter for Android,Eric Bunch,EricWBunch,"Midtown, KCMO",Hopatcong NJ,US,True,"City Councilperson in Kansas City, MO. Previously policy and co-founder @BikeWalkKC & @RideKCBike, #twindad, spouse. (he/him/his)",,New Jersey,United States
2020-10-20 18:02:07+00:00,Essential terms every physician and other healthcare providers should know about #COVID19 #vaccines @DrSandyFryhofer discusses in detail https://t.co/Kk07rSZjFf #MedTwitter @AmerMedicalAssn @ACPinternists,Twitter for iPhone,Howard Ankney,HowardAnkney2,,Clearwater FL,US,False,divorced,Clearwater,Florida,United States
2020-10-20 17:59:14+00:00,"I just got my #Influenza #vaccine. Have done so every year. Be sure to get yours. Also, don’t forget -  I mask, you mask, we all mask together! 😷.  Put them on! Less than 20% were wearing a 😷 at Mount Rushmore on Friday. #WearAMask",Twitter for iPhone,JSand-a-Which,gov_accountable,"Tonawanda, NY",Sayreville NJ,US,False,Volvo Enthusiast Big government and wasteful spending watchdog . Outdoor Christmas Decorator.,,New Jersey,United States
2020-10-20 17:54:11+00:00,"@Hipster_Trader If China gives us a vaccine, does that mean the next stages of a Trade deal are back on as well?",Twitter for iPhone,Sarah Rauer,srauer20,Bensalem PA near Philadelphia,North Carolina USA,US,False,"we need Democrats who fight at the Party of Trump level. When they go low,  we must  go lower.",,North Carolina,United States
