created_at,text,source,name,username,user_location,tweet_location,country_code,verified,description,city,state,country
2020-10-13 12:29:28+00:00,"@ABC That's what, 2 trials down? Guess I'm standing in this ""vaccine by November 2"" line for nothing. Damn.",Twitter for Android,Kanawha County,kanawhaus,"Charleston, WV",Rossmoor CA,US,False,"Kanawha County, WV. Local government updates and information regarding Kanawha County",,California,United States
2020-10-13 12:23:22+00:00,Johnson &amp; Johnson Covid-19 vaccine study paused due to unexplained illness in participant https://t.co/v9f3TLAsvt via @statnews,Twitter for iPhone,Sallie Permar MD PhD,SalliePermar,"NYC, NY",Jersey City NJ,US,False,"Chairwoman & Pediatrician-in-Chief @WeillCornell Medical School/NYP Pediatrics; Lab goal: Develop vaccines to prevent neonatal viral pathogens #CMV, #HIV",Jersey City,New Jersey,United States
2020-10-13 12:22:49+00:00,@FearLoathingBTX Are we in a self fulfilling prophecy of ensuring no one can trust vaccines,Twitter for iPhone,High Performance EMS,hp_ems,USA,Mililani Town HI,US,False,Dale Loberger writes about High Performance Emergency Medical Services to help improve the effectiveness of clinical care with a focus on economic efficiency.,Mililani,Hawaii,United States
2020-10-13 12:11:35+00:00,@jazadian @Jim88175969 @brithume Don’t ask Trump Derangement Syndrome has no vaccine,Twitter for iPhone,Doody Giuliani,DoodyGiuliani1,"Chicago, IL",Ellicott City MD,US,False,I am a small businesses owner who likes to listen to both sides. I just stumbled across your radio show...,,Maryland,United States
2020-10-13 12:10:59+00:00,"Revoke ALL vaccine legal. Immunity!
Don't forget the first thing that Obama did when he became president was give the flu vaccine contract to entertainment company MCA and Harvey Weinstein. https://t.co/5SHzcV7pWL",Twitter for Android,DB#23🇺🇸,DanielB26661753,"Virginia, USA",Lansing IL,US,False,"Navy Vet, husband, brother, uncle. WINNERS Lax DC, Multiple Cancer Survivor. Pro Democracy. Treat Your Children Right. Go Bills! #BillsMafia #Sabres #CancerFree",,Illinois,United States
2020-10-13 12:10:03+00:00,UPDATED: Another safety incident triggers a halt to a pivotal Covid-19 vaccine study as J&amp;J slams on the brakes - https://t.co/CvblTwLgPI,Twitter for iPhone,James Pelton,jamespelton,"Chicago, IL",Frederick CO,US,False,"Opinions belong to no one else, living or dead, and sometimes not even to me. Follow me and you’ll lose five pounds. Who are all these other people? he/him",,Virginia,United States
2020-10-13 12:08:41+00:00,"Johnson &amp; Johnson?

The vaccine probably had asbestos in it https://t.co/HZUJXbygfW",Twitter for Android,B.A.R.,ABATE_Albany,"Albany, New York",Rochester Hills MI,US,False,Retired US Marine,,Michigan,United States
2020-10-13 12:07:20+00:00,@thehill Just like the Chicken Pox...my brother got it TWICE! Second time was worse than the first—Yes pre-chicken pox vaccine.,Twitter for iPhone,Kellee,IrishJayhawk66,"Lawrence, KS",Lincoln Park NJ,US,False,I teach and speak #ClassicFilm fluently #TCMparty alum @TCM Ambassador / Outspoken & Freckled thoughts are my own /KU Jayhawk/ LOVE my fam & fur-babies 🇺🇦,,New Jersey,United States
2020-10-13 12:01:00+00:00,Johnson &amp; Johnson Covid-19 vaccine study paused due to unexplained illness in participant https://t.co/VSU3Se1LvY via @statnews,Twitter for iPhone,Diana Trudnowski,TrudnowskiDiana,"Seattle, WA USA",Daytona Beach FL,US,False,"Kdrama addict, Eel & Protein",Daytona Beach,Florida,United States
2020-10-13 11:59:40+00:00,Johnson &amp; Johnson Halts Its Vaccine Trial: The pharmaceutical company paused the late-stage clinical trial of its coronavirus vaccine because of a sick volunteer. Here’s the latest. https://t.co/RhpsaxHRVL (vía NYtimes) https://t.co/bMs8Es2pIO,dlvr.it,とらえもん,hanpeita2015,🇺🇸🍑,Buffalo NY,US,False,"プラスチック公害、ミジンコバイオテクノロジー🔬🧬🦠🐟 Sports: NYY, LionsとMSU. 地元だからBravesとFalconsも.",Buffalo,New York,United States
2020-10-13 11:47:38+00:00,"Hey @JNJNews @JNJCares, by “unexplained illness” does that mean your 🧟‍♀️ 🧟‍♂️ #COVID19 vaccine volunteers had a sudden craving for 🧠 🧠??? https://t.co/p3SlETPUne",Twitter for iPhone,Jeri Miller 1,JeriMiller110,,Elk Grove CA,US,False,"This is my third Twitter account, thank you frauders. I'm not a spring chicken but neither do I live in yesterday. My faith in God is my strength.",Elk Grove,California,United States
2020-10-13 11:42:48+00:00,"I am in utter shock that there was a problem with a vaccine by Johnson &amp; Johnson. An unexpected illness you say? Say it isn’t so. @ Ormond Beach, Florida https://t.co/2I4BiHIX6E",Instagram,KING RA XXVII ,MRNurse27th,"Delaware, USA",Daly City CA,US,False,"Philly molded, Captain of the GOOD Guys, Mastered Nursing (MSN,RN) Informatics, Professor and and constant goal crusher. Follow for a good time…MODERNAx4  😉",Daly City,California,United States
